accession,entry_type,database,primary_id,secondary_id,isoform
E9QDB0,TrEMBL,ZFIN,ZDB-GENE-070912-145,si:ch211-167j6.3,
E9QDB1,TrEMBL,Ensembl,ENSDART00000140557.4,ENSDARP00000123088.2,
E9QDB1,TrEMBL,ZFIN,ZDB-GENE-090312-163,tns2a,
E9QDB2,TrEMBL,Ensembl,ENSDART00000138605.3,ENSDARP00000123080.1,
E9QDB2,TrEMBL,ZFIN,ZDB-GENE-091116-4,si:ch73-196i15.3,
E9QDB3,TrEMBL,Ensembl,ENSDART00000143493.3,ENSDARP00000119825.1,
E9QDB3,TrEMBL,ZFIN,ZDB-GENE-081104-417,phf11,
E9QDB9,TrEMBL,Ensembl,ENSDART00000147857.2,ENSDARP00000119812.1,
E9QDB9,TrEMBL,ZFIN,ZDB-GENE-090313-354,si:dkey-92j12.5,
E9QDC0,TrEMBL,Ensembl,ENSDART00000123238.3,ENSDARP00000111097.2,
E9QDC0,TrEMBL,ZFIN,ZDB-GENE-070928-9,dync2i2,
E9QDC1,TrEMBL,Ensembl,ENSDART00000139289.3,ENSDARP00000123069.1,
E9QDC1,TrEMBL,ZFIN,ZDB-GENE-050810-2,cast,
E9QDC2,TrEMBL,Ensembl,ENSDART00000131742.2,ENSDARP00000123068.1,
E9QDC2,TrEMBL,ZFIN,ZDB-GENE-070912-43,slc5a3b,
E9QDC3,TrEMBL,Ensembl,ENSDART00000137312.2,ENSDARP00000119808.1,
E9QDC3,TrEMBL,ZFIN,ZDB-GENE-041114-44,eif4ebp3,
E9QDC6,TrEMBL,Ensembl,ENSDART00000101117.5,ENSDARP00000091892.4,
E9QDC6,TrEMBL,ZFIN,ZDB-GENE-990415-31,ncam1a,
E9QDC8,TrEMBL,Ensembl,ENSDART00000136921.2,ENSDARP00000123047.1,
E9QDC8,TrEMBL,ZFIN,ZDB-GENE-070725-6,dglucy,
E9QDD3,TrEMBL,Ensembl,ENSDART00000140308.2,ENSDARP00000123013.1,
E9QDD3,TrEMBL,ZFIN,ZDB-GENE-091118-36,ugt5d1,
E9QDD4,TrEMBL,Ensembl,ENSDART00000143742.3,ENSDARP00000123008.1,
E9QDD4,TrEMBL,RefSeq,XP_017211871.1,XM_017356382.1,
E9QDD4,TrEMBL,ZFIN,ZDB-GENE-100921-79,ttf1.3,
E9QDD5,TrEMBL,Ensembl,ENSDART00000123980.3,ENSDARP00000111025.2,
E9QDD5,TrEMBL,ZFIN,ZDB-GENE-030131-362,pnisr,
E9QDD6,TrEMBL,Ensembl,ENSDART00000145692.2,ENSDARP00000114998.1,
E9QDD6,TrEMBL,ZFIN,ZDB-GENE-070912-373,pde4ca,
E9QDD7,TrEMBL,Ensembl,ENSDART00000145596.3,ENSDARP00000114988.1,
E9QDD7,TrEMBL,ZFIN,ZDB-GENE-091118-115,itga1,
E9QDE1,TrEMBL,Ensembl,ENSDART00000139216.2,ENSDARP00000114076.1,
E9QDE1,TrEMBL,ZFIN,ZDB-GENE-070424-55,ftr61,
E9QDE7,TrEMBL,Ensembl,ENSDART00000136189.2,ENSDARP00000114052.1,
E9QDE7,TrEMBL,ZFIN,ZDB-GENE-091204-5,nnt2,
E9QDE8,TrEMBL,Ensembl,ENSDART00000143099.3,ENSDARP00000114050.1,
E9QDE8,TrEMBL,ZFIN,ZDB-GENE-091204-246,map3k15,
E9QDE9,TrEMBL,Ensembl,ENSDART00000088460.7,ENSDARP00000082893.5,
E9QDE9,TrEMBL,RefSeq,XP_003201082.2,XM_003201034.4,
E9QDE9,TrEMBL,ZFIN,ZDB-GENE-050208-389,rabgap1l,
E9QDF0,TrEMBL,Ensembl,ENSDART00000142220.3,ENSDARP00000114047.1,
E9QDF0,TrEMBL,ZFIN,ZDB-GENE-070912-388,vtcn1,
E9QDF1,TrEMBL,Ensembl,ENSDART00000144785.3,ENSDARP00000114042.3,
E9QDF1,TrEMBL,ZFIN,ZDB-GENE-060503-59,si:dkey-20i20.8,
E9QDF1,TrEMBL,ZFIN,ZDB-GENE-060503-812,znf983,
E9QDF2,TrEMBL,Ensembl,ENSDART00000162245.2,ENSDARP00000132857.1,
E9QDF2,TrEMBL,ZFIN,ZDB-GENE-110913-116,znf1089,
E9QDF3,TrEMBL,Ensembl,ENSDART00000141922.3,ENSDARP00000114031.1,
E9QDF3,TrEMBL,ZFIN,ZDB-GENE-061027-393,myh7l,
E9QDF4,TrEMBL,Ensembl,ENSDART00000074099.6,ENSDARP00000068588.5,
E9QDF4,TrEMBL,ZFIN,ZDB-GENE-081028-55,cabp2b,
E9QDF6,TrEMBL,Ensembl,ENSDART00000137569.2,ENSDARP00000117999.1,
E9QDF6,TrEMBL,ZFIN,ZDB-GENE-030131-1715,appbp2,
E9QDF7,TrEMBL,Ensembl,ENSDART00000131346.3,ENSDARP00000114004.1,
E9QDF7,TrEMBL,ZFIN,ZDB-GENE-141211-40,pimr145,
E9QDF8,TrEMBL,Ensembl,ENSDART00000132737.3,ENSDARP00000117994.1,
E9QDF8,TrEMBL,ZFIN,ZDB-GENE-060825-7,acsf2,
E9QDG0,TrEMBL,Ensembl,ENSDART00000076403.6,ENSDARP00000070877.5,
E9QDG0,TrEMBL,ZFIN,ZDB-GENE-100514-1,taar16a,
E9QDG2,TrEMBL,Ensembl,ENSDART00000135526.2,ENSDARP00000117989.1,
E9QDG2,TrEMBL,ZFIN,ZDB-GENE-061013-398,mtfr2,
E9QDG3,TrEMBL,Ensembl,ENSDART00000138766.2,ENSDARP00000117987.1,
E9QDG3,TrEMBL,ZFIN,ZDB-GENE-040426-888,minpp1b,
E9QDG5,TrEMBL,Ensembl,ENSDART00000137279.3,ENSDARP00000117982.1,
E9QDG5,TrEMBL,ZFIN,ZDB-GENE-141211-47,pimr148,
E9QDG6,TrEMBL,Ensembl,ENSDART00000131591.2,ENSDARP00000117980.1,
E9QDG6,TrEMBL,ZFIN,ZDB-GENE-031204-23,si:dkeyp-72g9.4,
E9QDH0,TrEMBL,Ensembl,ENSDART00000145332.2,ENSDARP00000117967.1,
E9QDH0,TrEMBL,ZFIN,ZDB-GENE-090127-2,adcy6b,
E9QDH1,TrEMBL,Ensembl,ENSDART00000134182.2,ENSDARP00000117966.1,
E9QDH1,TrEMBL,ZFIN,ZDB-GENE-060929-340,cox7a1,
E9QDH2,TrEMBL,Ensembl,ENSDART00000142071.2,ENSDARP00000117961.1,
E9QDH2,TrEMBL,ZFIN,ZDB-GENE-050522-496,rbm14a,
E9QDH3,TrEMBL,Ensembl,ENSDART00000146710.3,ENSDARP00000117957.2,
E9QDH3,TrEMBL,ZFIN,ZDB-GENE-131120-160,si:dkey-5i16.5,
E9QDH4,TrEMBL,Ensembl,ENSDART00000158661.2,ENSDARP00000131860.1,
E9QDH4,TrEMBL,Ensembl,ENSDART00000160140.2,ENSDARP00000139658.1,
E9QDH4,TrEMBL,ZFIN,ZDB-GENE-050417-150,cremb,
E9QDH5,TrEMBL,Ensembl,ENSDART00000141473.2,ENSDARP00000117944.1,
E9QDH5,TrEMBL,ZFIN,ZDB-GENE-000607-82,wwp2,
E9QDH6,TrEMBL,Ensembl,ENSDART00000135986.2,ENSDARP00000117943.1,
E9QDH6,TrEMBL,ZFIN,ZDB-GENE-041010-194,spdya,
E9QDH8,TrEMBL,Ensembl,ENSDART00000138435.2,ENSDARP00000121199.1,
E9QDH8,TrEMBL,ZFIN,ZDB-GENE-070822-6,syngr3b,
E9QDI4,TrEMBL,Ensembl,ENSDART00000145457.4,ENSDARP00000117932.2,
E9QDI4,TrEMBL,ZFIN,ZDB-GENE-030520-2,tnnt3b,
E9QDI5,TrEMBL,Ensembl,ENSDART00000144526.2,ENSDARP00000121187.1,
E9QDI5,TrEMBL,ZFIN,ZDB-GENE-050417-105,naa40,
E9QDJ0,TrEMBL,Ensembl,ENSDART00000056512.6,ENSDARP00000056511.6,
E9QDJ0,TrEMBL,ZFIN,ZDB-GENE-050417-456,pbld2,
E9QDJ2,TrEMBL,Ensembl,ENSDART00000141056.3,ENSDARP00000117911.1,
E9QDJ2,TrEMBL,ZFIN,ZDB-GENE-040426-2906,nedd1,
E9QDJ5,TrEMBL,Ensembl,ENSDART00000147537.3,ENSDARP00000114979.1,
E9QDJ5,TrEMBL,ZFIN,ZDB-GENE-030219-90,bbs7,
E9QDJ6,TrEMBL,Ensembl,ENSDART00000136745.2,ENSDARP00000114969.1,
E9QDJ6,TrEMBL,ZFIN,ZDB-GENE-040516-11,tcf12,
E9QDJ7,TrEMBL,Ensembl,ENSDART00000143125.2,ENSDARP00000114967.1,
E9QDJ7,TrEMBL,ZFIN,ZDB-GENE-090312-152,anks1aa,
E9QDJ8,TrEMBL,Ensembl,ENSDART00000134911.2,ENSDARP00000114966.1,
E9QDJ8,TrEMBL,ZFIN,ZDB-GENE-100922-35,si:ch1073-416j23.1,
E9QDK0,TrEMBL,Ensembl,ENSDART00000143150.4,ENSDARP00000114958.2,
E9QDK0,TrEMBL,ZFIN,ZDB-GENE-081103-14,si:dkey-51d8.1,
E9QDK1,TrEMBL,Ensembl,ENSDART00000146013.2,ENSDARP00000114949.1,
E9QDK1,TrEMBL,ZFIN,ZDB-GENE-081104-201,rassf11,
E9QDK2,TrEMBL,Ensembl,ENSDART00000141325.3,ENSDARP00000114943.1,
E9QDK2,TrEMBL,ZFIN,ZDB-GENE-060503-120,si:ch211-214p13.8,
E9QDK4,TrEMBL,Ensembl,ENSDART00000145943.2,ENSDARP00000114938.1,
E9QDK4,TrEMBL,ZFIN,ZDB-GENE-030131-2997,ska3,
E9QDK6,TrEMBL,Ensembl,ENSDART00000146447.3,ENSDARP00000114935.1,
E9QDK6,TrEMBL,ZFIN,ZDB-GENE-040426-883,snap23.1,
E9QDK9,TrEMBL,Ensembl,ENSDART00000141829.2,ENSDARP00000114930.1,
E9QDK9,TrEMBL,ZFIN,ZDB-GENE-091204-68,si:dkeyp-28d2.4,
E9QDL1,TrEMBL,Ensembl,ENSDART00000147849.3,ENSDARP00000114929.1,
E9QDL1,TrEMBL,ZFIN,ZDB-GENE-021115-9,klf6a,
E9QDL2,TrEMBL,Ensembl,ENSDART00000136397.2,ENSDARP00000114927.1,
E9QDL2,TrEMBL,ZFIN,ZDB-GENE-081104-475,si:dkeyp-82a1.2,
E9QDL4,TrEMBL,Ensembl,ENSDART00000134363.3,ENSDARP00000114924.1,
E9QDL4,TrEMBL,ZFIN,ZDB-GENE-081028-55,cabp2b,
E9QDL5,TrEMBL,Ensembl,ENSDART00000138335.2,ENSDARP00000114920.1,
E9QDL5,TrEMBL,ZFIN,ZDB-GENE-990714-3,gsk3ab,
E9QDL6,TrEMBL,Ensembl,ENSDART00000146121.3,ENSDARP00000114914.1,
E9QDL6,TrEMBL,ZFIN,ZDB-GENE-060825-69,llgl1,
E9QDL7,TrEMBL,Ensembl,ENSDART00000146790.2,ENSDARP00000114909.1,
E9QDL7,TrEMBL,ZFIN,ZDB-GENE-070112-2242,rdh10a,
E9QDM0,TrEMBL,Ensembl,ENSDART00000090242.6,ENSDARP00000084675.6,
E9QDM0,TrEMBL,ZFIN,ZDB-GENE-050208-501,nfia,
E9QDM2,TrEMBL,Ensembl,ENSDART00000139067.2,ENSDARP00000119795.1,
E9QDM2,TrEMBL,ZFIN,ZDB-GENE-070912-514,si:dkey-31m5.2,
E9QDM4,TrEMBL,Ensembl,ENSDART00000142070.3,ENSDARP00000119764.1,
E9QDM4,TrEMBL,ZFIN,ZDB-GENE-040426-1072,usf1,
E9QDM8,TrEMBL,Ensembl,ENSDART00000142862.3,ENSDARP00000119758.1,
E9QDM8,TrEMBL,ZFIN,ZDB-GENE-030131-6913,ttf1.1,
E9QDN2,TrEMBL,Ensembl,ENSDART00000146102.2,ENSDARP00000119746.1,
E9QDN2,TrEMBL,ZFIN,ZDB-GENE-091118-74,kcnk12l,
E9QDN3,TrEMBL,Ensembl,ENSDART00000140123.2,ENSDARP00000119742.1,
E9QDN3,TrEMBL,ZFIN,ZDB-GENE-091118-52,hmox2b,
E9QDN4,TrEMBL,Ensembl,ENSDART00000078166.6,ENSDARP00000072628.4,
E9QDN4,TrEMBL,ZFIN,ZDB-GENE-030131-9031,zdhhc4,
E9QDN6,TrEMBL,Ensembl,ENSDART00000140894.2,ENSDARP00000119737.1,
E9QDN6,TrEMBL,ZFIN,ZDB-GENE-111011-4,itga2.1,
E9QDN8,TrEMBL,Ensembl,ENSDART00000138007.3,ENSDARP00000119731.3,
E9QDN8,TrEMBL,ZFIN,ZDB-GENE-081031-22,si:dkey-222h21.10,
E9QDN9,TrEMBL,Ensembl,ENSDART00000144891.3,ENSDARP00000119730.2,
E9QDN9,TrEMBL,ZFIN,ZDB-GENE-060503-106,gpnmb,
E9QDP0,TrEMBL,Ensembl,ENSDART00000150621.2,ENSDARP00000125125.1,
E9QDP0,TrEMBL,Ensembl,ENSDART00000161364.2,ENSDARP00000137813.2,
E9QDP0,TrEMBL,ZFIN,ZDB-GENE-071004-87,znf1137,
E9QDP2,TrEMBL,Ensembl,ENSDART00000131685.2,ENSDARP00000119722.1,
E9QDP2,TrEMBL,Ensembl,ENSDART00000185263.1,ENSDARP00000156310.1,
E9QDP2,TrEMBL,ZFIN,ZDB-GENE-020809-3,rfc3,
E9QDP3,TrEMBL,Ensembl,ENSDART00000143860.2,ENSDARP00000119720.1,
E9QDP3,TrEMBL,ZFIN,ZDB-GENE-081104-136,si:ch211-154e10.1,
E9QDP5,TrEMBL,Ensembl,ENSDART00000146575.2,ENSDARP00000119715.1,
E9QDP5,TrEMBL,ZFIN,ZDB-GENE-070410-99,rfc1,
E9QDP9,TrEMBL,Ensembl,ENSDART00000147386.2,ENSDARP00000119703.1,
E9QDP9,TrEMBL,ZFIN,ZDB-GENE-061110-100,ece1,
E9QDQ1,TrEMBL,Ensembl,ENSDART00000100987.5,ENSDARP00000091759.5,
E9QDQ1,TrEMBL,ZFIN,ZDB-GENE-070912-111,ftr35,
E9QDQ6,TrEMBL,Ensembl,ENSDART00000146535.2,ENSDARP00000117768.1,
E9QDQ6,TrEMBL,ZFIN,ZDB-GENE-030131-4270,tspearb,
E9QDQ7,TrEMBL,Ensembl,ENSDART00000144864.2,ENSDARP00000117767.1,
E9QDQ7,TrEMBL,ZFIN,ZDB-GENE-040912-80,cplane2,
E9QDR0,TrEMBL,Ensembl,ENSDART00000141100.3,ENSDARP00000117756.1,
E9QDR0,TrEMBL,ZFIN,ZDB-GENE-040426-2454,rps2,
E9QDR1,TrEMBL,Ensembl,ENSDART00000137307.2,ENSDARP00000117744.1,
E9QDR1,TrEMBL,ZFIN,ZDB-GENE-030131-5496,ppp1r3b,
E9QDR3,TrEMBL,Ensembl,ENSDART00000132543.3,ENSDARP00000117737.2,
E9QDR3,TrEMBL,ZFIN,ZDB-GENE-090313-174,klhdc8b,
E9QDR4,TrEMBL,Ensembl,ENSDART00000138389.2,ENSDARP00000117735.1,
E9QDR4,TrEMBL,ZFIN,ZDB-GENE-061013-288,smc5,
E9QDR5,TrEMBL,Ensembl,ENSDART00000141305.2,ENSDARP00000117734.1,
E9QDR5,TrEMBL,ZFIN,ZDB-GENE-090313-189,fignl2,
E9QDR7,TrEMBL,Ensembl,ENSDART00000137923.2,ENSDARP00000117721.1,
E9QDR7,TrEMBL,ZFIN,ZDB-GENE-050417-351,spata6,
E9QDR8,TrEMBL,Ensembl,ENSDART00000115270.3,ENSDARP00000099483.2,
E9QDR8,TrEMBL,ZFIN,ZDB-GENE-081022-25,apoc4,
E9QDR9,TrEMBL,Ensembl,ENSDART00000141146.3,ENSDARP00000117715.1,
E9QDR9,TrEMBL,ZFIN,ZDB-GENE-091113-31,si:dkey-84o3.4,
E9QDS0,TrEMBL,Ensembl,ENSDART00000148134.2,ENSDARP00000117714.1,
E9QDS0,TrEMBL,ZFIN,ZDB-GENE-070705-230,si:ch73-27e22.2,
E9QDS1,TrEMBL,Ensembl,ENSDART00000134259.2,ENSDARP00000117710.1,
E9QDS1,TrEMBL,ZFIN,ZDB-GENE-030131-2032,hdlbpa,
E9QDS2,TrEMBL,Ensembl,ENSDART00000140689.2,ENSDARP00000117709.1,
E9QDS2,TrEMBL,ZFIN,ZDB-GENE-090831-2,pde1a,
E9QDS3,TrEMBL,Ensembl,ENSDART00000134846.2,ENSDARP00000117701.1,
E9QDS3,TrEMBL,ZFIN,ZDB-GENE-091118-45,si:dkeyp-73g8.5,
E9QDS5,TrEMBL,Ensembl,ENSDART00000093046.6,ENSDARP00000087478.5,
E9QDS5,TrEMBL,ZFIN,ZDB-GENE-031112-2,uba5,
E9QDS6,TrEMBL,Ensembl,ENSDART00000081029.4,ENSDARP00000075472.3,
E9QDS6,TrEMBL,ZFIN,ZDB-GENE-091204-217,plcxd2,
E9QDS9,TrEMBL,Ensembl,ENSDART00000144107.2,ENSDARP00000112893.1,
E9QDS9,TrEMBL,ZFIN,ZDB-GENE-060130-3,lenep,
E9QDT1,TrEMBL,Ensembl,ENSDART00000135405.2,ENSDARP00000112890.1,
E9QDT1,TrEMBL,ZFIN,ZDB-GENE-030131-1515,csrnp1b,
E9QDT2,TrEMBL,Ensembl,ENSDART00000049178.5,ENSDARP00000049177.4,
E9QDT2,TrEMBL,ZFIN,ZDB-GENE-070705-359,svopb,
E9QDT3,TrEMBL,Ensembl,ENSDART00000140800.3,ENSDARP00000112886.1,
E9QDT3,TrEMBL,ZFIN,ZDB-GENE-060825-263,tssc4,
E9QDT5,TrEMBL,Ensembl,ENSDART00000139898.2,ENSDARP00000112882.1,
E9QDT5,TrEMBL,ZFIN,ZDB-GENE-070912-312,fer1l6,
E9QDT6,TrEMBL,Ensembl,ENSDART00000135725.2,ENSDARP00000112879.1,
E9QDT6,TrEMBL,ZFIN,ZDB-GENE-040801-46,chchd4a,
E9QDT7,TrEMBL,Ensembl,ENSDART00000139467.2,ENSDARP00000112872.1,
E9QDT7,TrEMBL,ZFIN,ZDB-GENE-050306-42,bmp6,
E9QDU0,TrEMBL,Ensembl,ENSDART00000136510.3,ENSDARP00000112861.1,
E9QDU0,TrEMBL,ZFIN,ZDB-GENE-091113-34,ksr1a,
E9QDU1,TrEMBL,Ensembl,ENSDART00000148189.3,ENSDARP00000112860.1,
E9QDU1,TrEMBL,ZFIN,ZDB-GENE-040426-1587,ccdc43,
E9QDU4,TrEMBL,Ensembl,ENSDART00000146526.2,ENSDARP00000112848.1,
E9QDU4,TrEMBL,ZFIN,ZDB-GENE-060929-624,foxp1a,
E9QDU5,TrEMBL,Ensembl,ENSDART00000144322.3,ENSDARP00000112835.1,
E9QDU5,TrEMBL,ZFIN,ZDB-GENE-040426-2082,wdr5,
E9QDU6,TrEMBL,Ensembl,ENSDART00000142985.2,ENSDARP00000112832.1,
E9QDU6,TrEMBL,ZFIN,ZDB-GENE-081105-100,si:rp71-68n21.9,
E9QDU7,TrEMBL,Ensembl,ENSDART00000138329.2,ENSDARP00000112829.1,
E9QDU7,TrEMBL,ZFIN,ZDB-GENE-050720-2,dpysl3,
E9QDU8,TrEMBL,Ensembl,ENSDART00000144009.2,ENSDARP00000112820.1,
E9QDU8,TrEMBL,ZFIN,ZDB-GENE-040426-2861,sdr16c5b,
E9QDV1,TrEMBL,Ensembl,ENSDART00000146875.3,ENSDARP00000112803.2,
E9QDV1,TrEMBL,ZFIN,ZDB-GENE-121214-9,si:dkey-172k15.6,
E9QDV3,TrEMBL,Ensembl,ENSDART00000112697.4,ENSDARP00000100820.3,
E9QDV3,TrEMBL,ZFIN,ZDB-GENE-060503-782,si:ch211-225k7.2,
E9QDV6,TrEMBL,Ensembl,ENSDART00000139054.2,ENSDARP00000117698.1,
E9QDV6,TrEMBL,ZFIN,ZDB-GENE-061103-295,sgms1b,
E9QDV7,TrEMBL,Ensembl,ENSDART00000141765.2,ENSDARP00000117684.1,
E9QDV7,TrEMBL,ZFIN,ZDB-GENE-090313-338,ifi44a5,
E9QDV8,TrEMBL,Ensembl,ENSDART00000135197.2,ENSDARP00000117683.1,
E9QDV8,TrEMBL,ZFIN,ZDB-GENE-050306-1,zgc:112980,
E9QDV9,TrEMBL,Ensembl,ENSDART00000131448.2,ENSDARP00000117674.1,
E9QDV9,TrEMBL,ZFIN,ZDB-GENE-050810-2,cast,
E9QDW0,TrEMBL,Ensembl,ENSDART00000132848.2,ENSDARP00000117672.1,
E9QDW0,TrEMBL,ZFIN,ZDB-GENE-040426-1322,st3gal3a,
E9QDW1,TrEMBL,Ensembl,ENSDART00000146367.2,ENSDARP00000117670.1,
E9QDW1,TrEMBL,ZFIN,ZDB-GENE-050522-401,crygmxl2,
E9QDW2,TrEMBL,Ensembl,ENSDART00000141062.2,ENSDARP00000117668.1,
E9QDW2,TrEMBL,ZFIN,ZDB-GENE-050327-52,man2b1,
E9QDW3,TrEMBL,Ensembl,ENSDART00000139515.2,ENSDARP00000114897.1,
E9QDW3,TrEMBL,ZFIN,ZDB-GENE-070912-277,myo10,
E9QDW5,TrEMBL,Ensembl,ENSDART00000142253.2,ENSDARP00000114893.1,
E9QDW5,TrEMBL,ZFIN,ZDB-GENE-040426-1921,rangap1b,
E9QDW8,TrEMBL,Ensembl,ENSDART00000148089.3,ENSDARP00000114876.1,
E9QDW8,TrEMBL,ZFIN,ZDB-GENE-030131-2963,stub1,
E9QDW9,TrEMBL,Ensembl,ENSDART00000139661.2,ENSDARP00000114875.1,
E9QDW9,TrEMBL,ZFIN,ZDB-GENE-050417-407,slc35e4,
E9QDX2,TrEMBL,Ensembl,ENSDART00000136088.3,ENSDARP00000114860.1,
E9QDX2,TrEMBL,ZFIN,ZDB-GENE-040526-1,dzip1,
E9QDX3,TrEMBL,Ensembl,ENSDART00000132265.2,ENSDARP00000114857.1,
E9QDX3,TrEMBL,ZFIN,ZDB-GENE-061215-126,atp13a2,
E9QDX6,TrEMBL,Ensembl,ENSDART00000133725.2,ENSDARP00000114842.1,
E9QDX6,TrEMBL,ZFIN,ZDB-GENE-070410-41,btbd10a,
E9QDX8,TrEMBL,Ensembl,ENSDART00000144217.2,ENSDARP00000114825.1,
E9QDX8,TrEMBL,ZFIN,ZDB-GENE-040426-2650,ctsba,
E9QDX9,TrEMBL,Ensembl,ENSDART00000138786.3,ENSDARP00000114824.2,
E9QDX9,TrEMBL,ZFIN,ZDB-GENE-070727-1,ponzr1,
E9QDY1,TrEMBL,Ensembl,ENSDART00000145334.3,ENSDARP00000114821.1,
E9QDY1,TrEMBL,ZFIN,ZDB-GENE-040912-48,zgc:101783,
E9QDY5,TrEMBL,Ensembl,ENSDART00000145691.2,ENSDARP00000114815.1,
E9QDY5,TrEMBL,ZFIN,ZDB-GENE-030131-2635,ptp4a3b,
E9QDY6,TrEMBL,Ensembl,ENSDART00000136551.1,ENSDARP00000114814.1,
E9QDY6,TrEMBL,ZFIN,ZDB-GENE-091118-66,klhl35,
E9QDY7,TrEMBL,Ensembl,ENSDART00000115138.4,ENSDARP00000102838.4,
E9QDY7,TrEMBL,ZFIN,ZDB-GENE-070912-385,rapgef4a,
E9QDY9,TrEMBL,Ensembl,ENSDART00000146489.3,ENSDARP00000114805.1,
E9QDY9,TrEMBL,ZFIN,ZDB-GENE-040718-377,prkab1a,
E9QDZ3,TrEMBL,Ensembl,ENSDART00000145200.2,ENSDARP00000119699.1,
E9QDZ3,TrEMBL,ZFIN,ZDB-GENE-030131-1140,chia.6,
E9QDZ4,TrEMBL,Ensembl,ENSDART00000137274.2,ENSDARP00000119698.1,
E9QDZ4,TrEMBL,ZFIN,ZDB-GENE-060322-1,st3gal5,
E9QDZ5,TrEMBL,Ensembl,ENSDART00000142213.2,ENSDARP00000119690.1,
E9QDZ5,TrEMBL,ZFIN,ZDB-GENE-050417-118,akr1a1b,
E9QDZ6,TrEMBL,Ensembl,ENSDART00000138851.3,ENSDARP00000119689.1,
E9QDZ6,TrEMBL,ZFIN,ZDB-GENE-040912-48,zgc:101783,
E9QDZ7,TrEMBL,Ensembl,ENSDART00000134561.2,ENSDARP00000119686.1,
E9QDZ7,TrEMBL,ZFIN,ZDB-GENE-990415-155,mtnr1aa,
E9QDZ8,TrEMBL,Ensembl,ENSDART00000140994.2,ENSDARP00000119680.1,
E9QDZ8,TrEMBL,ZFIN,ZDB-GENE-041010-176,tpk1,
E9QDZ9,TrEMBL,Ensembl,ENSDART00000147421.2,ENSDARP00000121996.1,
E9QDZ9,TrEMBL,ZFIN,ZDB-GENE-060503-322,cactin,
E9QE00,TrEMBL,Ensembl,ENSDART00000141926.2,ENSDARP00000121995.1,
E9QE00,TrEMBL,ZFIN,ZDB-GENE-040426-777,prc1b,
E9QE02,TrEMBL,Ensembl,ENSDART00000131412.2,ENSDARP00000119675.1,
E9QE02,TrEMBL,ZFIN,ZDB-GENE-040426-1169,gpsm2,
E9QE05,TrEMBL,Ensembl,ENSDART00000135749.2,ENSDARP00000119666.1,
E9QE05,TrEMBL,ZFIN,ZDB-GENE-040912-79,nudt4b,
E9QE07,TrEMBL,Ensembl,ENSDART00000134215.2,ENSDARP00000119664.1,
E9QE07,TrEMBL,ZFIN,ZDB-GENE-030131-6502,grik1a,
E9QE11,TrEMBL,Ensembl,ENSDART00000131410.3,ENSDARP00000121974.1,
E9QE11,TrEMBL,ZFIN,ZDB-GENE-990415-104,hoxb3a,
E9QE12,TrEMBL,Ensembl,ENSDART00000133452.2,ENSDARP00000121973.1,
E9QE12,TrEMBL,ZFIN,ZDB-GENE-030131-269,tmed2,
E9QE14,TrEMBL,Ensembl,ENSDART00000139343.3,ENSDARP00000121971.1,
E9QE14,TrEMBL,ZFIN,ZDB-GENE-040625-65,rnf14,
E9QE17,TrEMBL,Ensembl,ENSDART00000135943.3,ENSDARP00000119646.1,
E9QE17,TrEMBL,ZFIN,ZDB-GENE-030131-5487,slc16a3b,
E9QE18,TrEMBL,Ensembl,ENSDART00000132793.2,ENSDARP00000117436.1,
E9QE18,TrEMBL,ZFIN,ZDB-GENE-030131-4784,rpz3,
E9QE19,TrEMBL,Ensembl,ENSDART00000138805.2,ENSDARP00000117435.1,
E9QE19,TrEMBL,ZFIN,ZDB-GENE-030131-684,tafazzin,
E9QE20,TrEMBL,Ensembl,ENSDART00000135785.2,ENSDARP00000117433.1,
E9QE20,TrEMBL,ZFIN,ZDB-GENE-030131-6830,haus8,
E9QE21,TrEMBL,Ensembl,ENSDART00000134072.2,ENSDARP00000117431.1,
E9QE21,TrEMBL,ZFIN,ZDB-GENE-070410-70,cnot2,
E9QE25,TrEMBL,Ensembl,ENSDART00000137091.4,ENSDARP00000117416.2,
E9QE25,TrEMBL,ZFIN,ZDB-GENE-050417-299,babam2,
E9QE27,TrEMBL,Ensembl,ENSDART00000133948.2,ENSDARP00000117407.1,
E9QE27,TrEMBL,ZFIN,ZDB-GENE-040718-74,aldh3a2a,
E9QE28,TrEMBL,Ensembl,ENSDART00000134150.3,ENSDARP00000117402.1,
E9QE28,TrEMBL,ZFIN,ZDB-GENE-040426-2249,slc22a6l,
E9QE30,TrEMBL,Ensembl,ENSDART00000059928.5,ENSDARP00000059927.4,
E9QE30,TrEMBL,ZFIN,ZDB-GENE-050506-78,fdps,
E9QE32,TrEMBL,Ensembl,ENSDART00000132428.2,ENSDARP00000112598.1,
E9QE32,TrEMBL,ZFIN,ZDB-GENE-091117-36,si:ch211-157j23.3,
E9QE34,TrEMBL,Ensembl,ENSDART00000139357.2,ENSDARP00000112586.1,
E9QE34,TrEMBL,ZFIN,ZDB-GENE-030131-3654,sp8b,
E9QE36,TrEMBL,Ensembl,ENSDART00000147659.2,ENSDARP00000112583.1,
E9QE36,TrEMBL,ZFIN,ZDB-GENE-070820-17,cd37,
E9QE38,TrEMBL,Ensembl,ENSDART00000131755.2,ENSDARP00000112580.1,
E9QE38,TrEMBL,ZFIN,ZDB-GENE-061103-172,si:ch211-137a8.2,
